,id,name,description,employer.name
0,55105842,Machine Learning Engineer,"<p>Наше подразделение является технологическим партнером компаний индустрии по задачам ИТ, в части Bigdata и AI. На текущий момент требуется помощь для развития направления AI: построение единого каталога товаров, репликация и формирование новых витрин товаров.</p> <p> </p> <p><strong>Подробнее о задачах:</strong></p> <ul> <li>Создание операционных алгоритмов, повышающих эффективность в:</li> </ul> <p>Маркетинге: рекомендательные системы (сайт/ios/android), алгоритмы ранжирования, оптимизация поиска, AI-driven UX дизайна (динамический выбор вариантов воронки/UX) и др.</p> <ul> <li>Операциях: прогнозирование спроса (продаж и др. ком. метрик) как на Middle уровне (товарные направления/регионы), так и на micro уровне (SKU) и др;</li> <li>Коммерции: динамические ценообразование (эластичность к цене/срокам доставки/ценам конкурентов и др. атрибутам), кросс-продажи (бандлинг) и др;</li> <li>Генерация гипотез по улучшению ранжирования контента и участие в реализации алгоритма подбора контента для юзеров;</li> <li>Создание моделей для модерации комментариев;</li> <li>Внедрение ML-решений персонализации продуктовых предложений для клиентов (Next best offer);</li> <li>Разработка моделей ценообразования;</li> <li>Развитие DS инфраструктуры и внутренних библиотек;</li> <li>Участие в построении правильной архитектуры данных data-платформы с учетом потребностей в data science (стриминг, обогащение данных и др.);</li> </ul> <p><strong>Требования:</strong></p> <ul> <li>Опыт разработки на Python: пайплайны обучения ML-моделей;</li> <li>Продуктивизация ML-моделей: микросервисы с ML моделями;</li> <li>Опыт работы с данными: оптимальные запросы на SQL и Spark job;</li> <li>Git, DVC, Docker, K8S;</li> </ul> <p><strong>Условия:</strong></p> <ul> <li>Профессиональное обучение, семинары, тренинги, конференции, корпоративная библиотека;</li> <li>ДМС, страхование жизни;</li> <li>Самые инновационные, амбициозные проекты и задачи;</li> <li>Свободный дресс-код;</li> <li>Гибкий график для оптимального баланса работы и личной жизни;</li> <li>Льготные кредиты и корпоративные скидки;</li> <li>Конкурентная компенсация (оклад и премии по результатам деятельности).</li> <li>Локация офиса: БЦ Поклонка Плейс, Поклонная пл., д3. МЦК Кутузовская.</li> </ul> <p>#SberEcommTech </p>",Сбербанк
0,55195715,QA engineer,"<p><strong>Ищем тестировщика в команду Кредитных карт</strong></p> <p>Мы – крупнейший банк на этом континенте. Честно говоря, мы уже больше, чем просто банк. Мы – Сбер! Если тебе кажется, что Сбер – это огромные очереди из бабушек пенсионерок в отделениях, то поверь, что ты ой как ошибаешься. За прошедшие годы мы совершили огромный скачок от бюрократизированной махины до технологического гиганта, вошедшего в жизнь почти каждого жителя нашей страны.</p> <p>Сбер – огромен, в нем работают сотни команд, и наша – одна из них. Мы создаем лучшие Кредитные карты на рынке. Уже сейчас порядка 20 миллионов клиентов каждый день пользуются продуктами, которые мы искренне считаем самыми выгодными и честными. На технологической платформе ЕФС мы разрабатываем фронтальные процессы для системы Сбербанк Онлайн (Мобильное приложение и web-версия), а также для сотрудников отделений, колл-центра и т.д. Каждый день мы проводим десятки тысяч операций по приему заявок на новые карты, перевыпуску, закрытию и обслуживанию действующих карт.</p> <p>Мы всегда используем самые современные технологии банка, мы постоянно вписываемся в какие-то просто невероятные пилоты, запускаем новые каналы обслуживания, даём новые сервисы для клиентов и сотрудников банка. В нашей архитектуре кажется, что можно заблудиться, а количество интеграций не поддается исчислению. Если ты не боишься большого количества работы, ответственности, любишь масштабные задачи, понимаешь то, как одна твоя ошибка может затронуть количество клиентов, соизмеримое с населением какой-нибудь европейской страны, если ты хочешь развиваться, работать рядом с интересными и адекватными людьми, которые будут всячески топить за твое развитие, то тебе к нам!</p> <p>Времени тупить в ютюбчик или лениво перелистывать соцсети у тебя не будет, у нас чертовски сложно, но невероятно интересно!</p> <p><strong>Вам предстоит:</strong></p> <ul> <li>Оценивать трудоёмкость написания тестовых сценариев и тестирования;</li> <li>Анализировать требования, декомпозировать задачи бэклога и прорабатывать тест-кейсы;</li> <li>Оптимизировать тестовую модель;</li> <li>Контролировать соблюдение процессов и сроков тестирования;</li> <li>Организовывать процессы тестирования, усовершенствовать существующие процессы;</li> <li>Обучать тестировщиков;</li> <li>Тестировать программное обеспечение;</li> <li>Работать с дефектами: анализировать, локализовывать, регистрировать, проверять устранение</li> <li>Участвовать в приемо-сдаточных испытаниях;</li> <li>Активно взаимодействовать со всеми участниками процесса;</li> <li>Запускать новые функции для миллионов пользователей;</li> <li>Участвовать в развитии услуг и сервисов для кредитной карты.</li> </ul> <p><strong>Мы ожидаем, что Вы:</strong></p> <ul> <li>Имеете опыт работы тестировщиком от 3-х лет (проведение различных типов тестирования, создание тестовых сценариев, локализация и документирование дефектов);</li> <li>Умеете управлять командой тестирования;</li> <li>Владеете навыками тестирования систем дистанционного банковского обслуживания, микросервисной архитектуры, бэк-офисных банковских систем (желательно);</li> <li>Знаете, как работать с багтрекинговыми системами и системами управления тестированием;</li> <li>Владеете навыками разработки, выполнения и ревью тестов;</li> <li>Умеете оценивать тестовое покрытие;</li> <li>Понимаете технологии и принципы работы приложений (клиент-серверная архитектура, REST-сервисы, GET- и POST-запросы);</li> <li>Имеете опыт работы с JSON, XML, XSD;</li> <li>Знаете особенности тестирования приложений на разных платформах;</li> <li>Внимательны, аккуратны, терпеливы, ответственны, имеете аналитический склад ума;</li> <li>Инициативны в решении вопросов, занимаете активную проектную позицию.</li> </ul> <p><strong>Будет здорово, если вы:</strong></p> <ul> <li>Имеете опыт создания тестовой модели с нуля;</li> <li>Знаете ЯП;</li> <li>Знаете жизненный цикл разработки ПО;</li> <li>Умеете формировать SQL запросы;</li> <li>Работали по Agile;</li> <li>Умеете работать в системах проектного управления и базах знаний, таких как Confluence, Jira, Git;</li> <li>Имеете опыт работы в банковской сфере.</li> </ul> <p><strong>Работа у нас — это:</strong></p> <ul> <li>Команда профессионалов, готовых поддержать ваши инициативы;</li> <li>Мощное железо, дополнительные мониторы и всё, что нужно для продуктивной работы;</li> <li>Возможность работы с новыми технологиями;</li> <li>Обучение за счёт компании;</li> <li>Красивый и комфортный офис (ст.м.Ладожская);</li> <li>ДМС;</li> <li>Прозрачная система бонусов и премий, достойная зарплата — размер обсудим на собеседовании.</li> </ul>",Сбербанк
0,55893021,Менеджер по работе с клиентами,"<p>Сбер — лучший работодатель России. У нас более 60 компаний экосистемы и 14 тысяч подразделений по всей стране.</p> <p> </p> <p>Сбер ищет клиентского менеджера для работы в мобильных офисах. Это специалист, который консультирует клиентов по продуктам, услугам и сервисам Сбера в торговых центрах, аэропортах и гипермаркетах. Эта работа для активных и общительных людей, которые стремятся к карьере и финансовому достатку.</p> <p> </p> <p><strong>Ты подходишь нам, если ты готов:</strong></p> <p> </p> <ul> <li>продавать банковские продукты и сервисы в мобильных офисах Сбера: торговых центрах, магазинах, гипермаркетах, аэропортах</li> <li>рассказывать клиентам о преимуществах сервисов Сбера и экосистемы</li> <li>помогать клиентам оформлять продукты и услуги Сбера.</li> </ul> <p>Опыт работы консультантом или промоутером приветствуется.</p> <p> </p> <p><strong>Работа в Сбере – это:</strong></p> <p> </p> <ul> <li>стабильный оклад и социальная поддержка сотрудников</li> <li>официальное оформление с первого дня</li> <li>гибкий график работы, можно совмещать с учебой</li> <li>мобильная связь и корпоративный ipad</li> <li>оплата транспортных расходов</li> <li>расширенный ДМС с первого дня и льготное страхование для близких</li> <li>бесплатная подписка СберПрайм+, скидки на продукты компаний-партнеров: Okko, Сбер Маркет, Delivery Club, Самокат, Сбер Еаптека и других</li> <li>ипотека выгоднее на 4% для каждого сотрудника.</li> </ul> <p> </p> <p> </p> <p>Присоединяйся к команде клиентских менеджеров Сбера!</p> <p> </p> <p> </p>",Сбербанк
0,55850168,Системный аналитик,"<p>Наша команда работает над созданием комплексного продукта оптимального (умного) управления изменениями ИТ-ландшафта Банка, в который входят такие AI-инструменты как: 3D-визуализация ИТ-ландшафта в AR/VR, симуляция поведения ИТ-ландшафта на его цифровой копии, виртуальный ассистент, генерация архитектуры решения по бизнес-требованиям и другие, не менее амбициозные AI-инициативы, которым пополняется и будет пополняться наш бэклог</p> <p><strong><strong>Обязанности</strong></strong></p> <p>Понимание:</p> <ul> <li>принципов работы, области применения и возможностей ML-моделей (является преимуществом)</li> <li>микросервисной архитектуры приложений</li> <li>форматов обмена данными (xml, json и др.)</li> <li>области разработки ПО и баз данных</li> </ul> <p>Умение :</p> <ul> <li>работать с большим количеством источников информации, агрегировать и согласовывать итог с заинтересованными участниками</li> <li>прорабатывать вопросы и ставить задачи разработчикам и др. участникам через Confluence, JIRA</li> <li>пользоваться инструментами моделирования, проектирования ПО</li> </ul> <p><strong><strong>Требования</strong></strong></p> <ul> <li>высшее образование (техническое/математическое/экономическое);</li> <li>аналогичный опыт работы от 3-х лет;</li> <li>умение работать в команде;</li> <li>опыт разработки технических требований к разрабатываемой системе;</li> <li>понимание принципов работы, области применения и возможностей ML-моделей</li> <li>понимание микросервисной архитектуры приложений</li> <li>понимание форматов обмена данными (xml, json и др.)</li> <li>понимание в области разработки ПО и баз данных</li> <li>умение работать с большим количеством источников информации, агрегировать и согласовывать итог с заинтересованными участниками</li> <li>умение прорабатывать вопросы и ставить задачи разработчикам и др. участникам через Confluence, JIRA</li> <li>знание нотаций моделирования (EPC, BPMN, IDEF0, UML)</li> </ul> <p><strong><strong>Условия</strong></strong></p> <ul> <li>место работы: м. Ленинский пр-т;</li> <li>график работы с 9:00 до 18:00, пятница - до 16:45;</li> <li>оформление согласно ТК РФ;</li> <li>социальный пакет: ДМС, спортзал (фитнес, йога), бассейн, возможность обучения за счет компании, льготные условия кредитования;</li> <li>специальные условия ДМС для ближайших родственников сотрудника;</li> <li>возможность посещения (как в качестве слушателя, так и в качестве выступающего) всероссийских и международных IT-конференций;</li> <li>работа в команде профессионалов, возможность разрабатывать уникальные и крупные проекты масштаба всей страны;</li> <li>высокие премии по итогам успешной работы.</li> </ul>",Сбербанк
0,66136869,QA engineer (нагрузочное тестирование),"<p><strong>Обязанности</strong></p> <ul> <li>Участие в проектах нагрузочного тестирования критичных систем Банка;</li> <li>Управление и организация работы команды нагрузочного тестирования;</li> <li>Разработка и согласование методики нагрузочного тестирования;</li> <li>Разработка средств нагрузочного тестирования – скриптов, эмуляторов, утилит генерации тестовых данных;</li> <li>Проведение тестирования, сбор и анализ результатов тестирования, поиск «узких» мест * Участие в подготовке отчета по нагрузочному тестированию.</li> </ul> <p><strong>Требования</strong></p> <ul> <li>Опыт управления небольшой командой (2-4 человека), а также организации тестирования в команде;</li> <li>Знание продуктов Performance Center, Load Runner, JMeter;</li> <li>Опыт написания кода на JAVA, а также на одном из языков программирования C#, Perl, Python, C++, С;</li> <li>Опыт работы с одной из СУБД: Oracle, MSSQL (написание несложных запросов);</li> <li>Опыт работы с инструментами CI (Jenkins);</li> <li>Опыт работы с технологиями/протоколами: WEB, SOAP, REST, MQ, XML;</li> <li>Опыт работы с ОС Unix, Windows;</li> <li>MS Excel на уровне опытного пользователя;</li> <li>Уровень образования - Высшее.</li> </ul> <p><strong>Условия</strong></p> <ul> <li>Масштабные и высоконагруженные проекты с использованием новых технологий;</li> <li>Команду профессионалов, готовых поддержать ваши инициативы;</li> <li>Возможность обучения и сертификации за счёт компании;</li> <li>Гибкий график работы;</li> <li>Трудоустройство согласно трудовому кодексу;</li> <li>Белую заработную плату (оклад + годовая премия);</li> <li>Медицинскую страховку;</li> <li>Материальную поддержку в особых случаях;</li> <li>Отсутствие строгого дресс-кода.</li> </ul>",Сбербанк
0,55318785,Менеджер по привлечению корпоративных клиентов,"<p><strong>Менеджер по привлечению корпоративных клиентов</strong></p> <p>Сбер — лучший работодатель России. У нас более 60 компаний экосистемы и 14 тысяч подразделений по всей стране.</p> <p>Мы ищем менеджера по привлечению корпоративных клиентов. Это специалист, который общается с предпринимателями и руководителями компаний малого бизнеса и привлекает их на обслуживание в Сбер.</p> <p>Это должность для тех, кто любит работать с бизнес-клиентами и хочет развивать навык переговоров. Мы поможем тебе освоить специальность, сформируем для тебя базу клиентов и поможем в карьерном развитии.</p> <p><strong>Тебе предстоит:</strong></p> <ul> <li>привлекать новых клиентов малого бизнеса на обслуживание в Сбер</li> <li>проводить встречи на территории клиента</li> <li>продавать продукты банка и экосистемы.</li> </ul> <p><strong>Мы ждем от тебя:</strong></p> <ul> <li>высшее или неполное высшее образование</li> <li>опыт в сфере продаж корпоративным клиентам</li> <li>знание основных потребностей бизнеса и банковских продуктов для юридических лиц</li> <li>готовность к разъездной работе.</li> </ul> <p>Присоединяйся к команде малого бизнеса Сбера!</p> <p><strong>Приглашаем кандидатов с опытом работы на позициях</strong>: менеджер по работе с ключевыми клиентами, менеджер по привлечению корпоративных клиентов, менеджер по кредитованию бизнеса, финансовый менеджер, менеджер по работе с юридическими лицами, клиентский менеджер прямых продаж, кредитование малого и среднего бизнеса, менеджер по обслуживанию юридических лиц, менеджер по привлечению клиентов и партнёров, менеджер по привлечению юридических лиц, менеджер по продажам, менеджер по продаже услуг бизнесу, персональный менеджер, финансовый эксперт, менеджер по лизингу.</p> <p><strong>Опыт работы в компаниях:</strong> ВТБ, Альфа Банк, Тинькофф, Промсвязьбанк, Открытие, Юникредит Банк, Газпромбанк, Россельхозбанк, Райффайзен банк, Ситибанк, Совкомбанк <strong>будет преимуществом.</strong></p> <p> </p> <p> </p> <p> </p>",Сбербанк
0,54649809,Аналитик данных,"<p><strong>Вам предстоит:</strong></p> <ul> <li>Анализ, разработка и защита модели данных предметной области;</li> <li>Поиск лучших решений совместно с командой, бизнес-заказчиками и методологами;</li> <li>Профилирование источников данных;</li> <li>Проектирование алгоритмов трансформации и постановка задачи на разработку;</li> <li>Создание бизнес-глоссария предметной области;</li> <li>Организация демо и приёмки функционала заказчиком;</li> <li>Разработка тест-кейсов для всех типов тестирования (системное, функциональное, интеграционное);</li> <li>Анализ дефектов, обнаруженных при экплуатации.</li> </ul> <p><strong>Мы ожидаем, что у Вас есть:</strong></p> <ul> <li>Практические навыки и знание принципов моделирования при построении систем класса DWH;</li> <li>Опыт сбора и GAP-анализа бизнес требований;</li> <li>Отличное знание SQL;</li> <li>Опыт подготовки и согласования технической документации;</li> <li>Опыт работы с инструментами моделирования (SAP PowerDesigner, ERWin etc);</li> <li>Высшее техническое или экономическое образование;</li> <li>Понимание принципов работы банковского бизнеса и основных банковских продуктов.</li> </ul> <p><strong>Мы предлагаем:</strong></p> <ul> <li>Профессиональное обучение, семинары, тренинги, конференции;</li> <li>Годовые премии;</li> <li>ДМС, сниженные ставки по кредитованию, программы лояльности для сотрудников;</li> <li>Самые инновационные, амбициозные проекты и задачи;</li> <li>Бесплатный фитнес-зал;</li> <li>Место работы – БЦ Президент Плаза (м. Кутузовская).</li> </ul> <p>​​​​​</p>",Сбербанк
0,55342132,Старший клиентский менеджер по работе с корпоративными клиентами крупного бизнеса,"<p><strong>Обязанности</strong></p> <ul> <li>увеличение объема продаж и расширение спектра предоставляемых клиентам продуктов и услуг</li> <li>привлечение на обслуживание новых крупных и ключевых клиентов</li> <li>предварительный анализ финансовой отчетности, создание и руководство командой сделки, координация работы продуктовых подразделений при продаже транзакционных продуктов, продуктов экосистемы, кредитных продуктов, продуктов по слияниям и поглощениям,продуктов рынка капитала, сделок частного и публичного характера, деривативных, кредитно-деривативных и иных типов нестандартных рыночных сделок, с привлечением и без привлечения капитала Банка</li> <li>достижения целевого уровня удовлетворенности закрепленных клиентов</li> <li>изучение и мониторинг бизнеса клиентов</li> <li>разработка предложений по адаптации действующих банковских продуктов и услуг под индивидуальные запросы клиентов</li> <li>участие в бизнес-планировании по своим клиентам.</li> </ul> <p><strong>Требования</strong></p> <ul> <li>высшее образование в сфере Финансы/банки или Экономика/бухгалтерия</li> <li>опыт работы не менее 3 лет в финансовой сфере</li> <li>опыт работы с корпоративными клиентами не менее 1 года</li> <li>высокая коммуникабельность и стрессоустойчивость</li> <li>опыт проведения переговоров, продаж кредитных и транзакционных продуктов на уровне бенефициаров, акционеров, ТОП-менеджеров</li> <li>опыт защиты сделок на коллегиальных органах.</li> </ul> <p><strong>Условия</strong></p> <ul> <li>работа в крупнейшем банке России;</li> <li>трудоустройство согласно ТК РФ;</li> <li>регулярное корпоративное обучение;</li> <li>ДМС, страхование от несчастных случаев и тяжелых заболеваний;</li> <li>материальная помощь и социальная поддержка, корпоративная пенсионная программа;</li> <li>льготные условия кредитования;</li> <li>яркая и насыщенная корпоративная жизнь.</li> </ul>",Сбербанк
0,66113427,Системный аналитик (SberCRM),"<p>SberCRM – система управления взаимоотношениями с клиентами предназначенная для автоматизации стратегий взаимодействия с клиентами, в частности для повышения уровня продаж, оптимизации маркетинга и улучшения обслуживания клиентов путём сохранения информации о клиентах и истории взаимоотношений с ними, установления и улучшения бизнес-процессов и последующего анализа результатов.</p> <p>Продукты:</p> <p>• Ведение потенциала</p> <p>• Ведение сделок</p> <p>• Ведение взаимодействий</p> <p>• Ведение ФОС ДЗО</p> <p>• Ведение задач сотрудников мос</p> <p><strong>Обязанности:</strong></p> <ul> <li>сбор, анализ и документирование требований</li> <li>взаимодействие с заказчиками и экспертами предметных областей</li> <li>разработка технических заданий и постановка задач разработчикам</li> <li>построение логических моделей, алгоритмов, прототипов</li> <li>координация разработки, тестирования, приемки и внедрения ПО</li> <li>тестирование и устранение ошибок при разработке ПО</li> </ul> <p><strong>Требования:</strong></p> <ul> <li>Опыт написания функциональных требований/бизнес-требований/технических спецификаций (документации)/ на разработку (обязательно); от 2х лет</li> <li>Опыт работы на позиции системного аналитика/технолога в ИТ-компании или финансовой организации; от 3х лет</li> <li>Опыт проектирования API.</li> <li>Понимание жизненного цикла разработки ПО</li> <li>Понимание принципов проектирования и разработки реляционных баз данных</li> <li>Знание SQL на базовом уровне (select, join, update, insert, case,left join,right join,inner join)</li> <li>Знание XML и XSD на базовом уровне</li> <li>Знание JSON и JSON Schemes на базовом уровне</li> <li>Знание методологии и опыт работы в Scrum/Kanban</li> <li>Знание средств описания бизнес-процессов (UML Activity, IDEF0, IDEF3). Подготовка sequence диаграмм</li> <li>Лидерские качества</li> <li>Коммуникабельность, ответственность, инициативность</li> <li>Упор делаем на наличие опыта именно в системном анализе и опыте построения интеграционных взаимодействий.</li> </ul> <p><strong>Условия:</strong></p> <ul> <li>Официальное оформление по ТК РФ, белую заработную плату (оклад + премии).</li> <li>Современный офис: Кутузовский пр 32к1, а также возможность удаленной работы.</li> <li>Полный социальный пакет + корпоративный пакет (ДМС, страхование от несчастных случаев, дисконт-программы от компаний партнеров, корпоративные мероприятия, фитнес, тренажерные залы).</li> <li>Интересные задачи.</li> <li>График работы: 5/2.</li> <li>Работа по методологии Agile в дружной команде</li> </ul>",Сбербанк
0,55867815,QA специалист (Python),"<p>Дорогой кандидат, мы - динамично растущая команда экспертов в области построения рекомендательных систем.</p> <p>Наша главная цель - построить современную, масштабируемую платформу, которая будет постоянно предвосхищать и превосходить ожидания пользователей, предоставляя им персонализированный и релевантный контент на всем клиентском пути в экосистеме Сбер. Наша платформа будет обслуживать широкий круг потребителей и строить персональные рекомендации во всех сферах бизнеса, таких как музыка, фильмы, онлайн торговля, медицина, логистика и многих других, которые присутствуют в быстро растущей экосистеме. Если ты мечтаешь поучаствовать в создании такой рекомендательной системы, то тебе к нам!</p> <p>Базис, на чём строится такая система – это высоконагруженная сложная инфраструктура, которая принимает и обрабатывает огромный и непрерывный поток данных от сервисов в рекомендательную платформу и выдаёт готовые рекомендации за определённый отрезок времени.</p> <p><strong>Обязанности</strong></p> <p>Работая в нашей команде, ты будешь участвовать в тестировании рекомендательной платформы на качество, надёжность, устойчивость производительность и безопасность. Ты будешь применять все современные методы тестирования и, возможно, изобретать новые.</p> <p>Мы ищем QA программистов, экспертов и энтузиастов, кто ставит своей основной целью работать и развиваться в области автоматизации тестирования высоконагруженных систем и web интерфейсов.</p> <p>У тебя будет возможность создавать принципиально новые тестовые сценарии для рекомендательной платформы, создавать и развивать фреймворки автоматизации тестирования, тестировать web интерфейсы REST-API и многое другое.</p> <p><strong>Требования</strong></p> <p>Что для нас важно:</p> <ul> <li>экспертиза в тестировании</li> <li>разработка и поддержка API тестов</li> <li>практический опыт написания автоматизированных тестовых сценариев API/Web</li> <li>анализ результатов выполнения автоматизированных тестов</li> <li>опыт разработки тестов на Python</li> </ul> <p>Будет плюсом:</p> <ul> <li>опыт использования фреймворков автотестирования</li> <li>опыт подготовки и настройки окружения для запуска автотестов</li> <li>понимание Agile-методологий (Scrum, Kanban)</li> <li>опыт использования Selenium / Selenide</li> <li>опыт работы с распределенными системами контроля версий</li> <li>опыт работы с Atlassian продуктами (Jira, BitBucket, Confluence, Jenkins)</li> <li>опыт построения Allure отчетов</li> </ul> <p><strong>Условия</strong></p> <p>Мы предлагаем:</p> <ul> <li>Официальное трудоустройство согласно ТК РФ;</li> <li>Белая заработная плата (оклад + годовая премия);</li> <li>Страхование (от несчастных случаев, ДМС);</li> <li>Оздоровительные программы для детей сотрудников;</li> <li>Возможность обучения за счет компании;</li> <li>Выплаты материальной помощи в особых/чрезвычайных случаях;</li> <li>Дисконт-программы от компаний партнеров (фитнес, страхование, туризм);</li> <li>Льготное кредитование;</li> <li>Офис: Бекетова 13В</li> </ul>",Сбербанк
0,55080613,Java-разработчик СББОЛ,"<p><strong>B2B digital-банк для клиентов эквайринга</strong></p> <p>Один из core разделов в СберБизнес, объединяющий все self-сервисы вокруг платежных продуктов Сбера (торговый и интернет-эквайринг, оплаты по QR, онлайн-кассы, биометрия, СберПэй, чаевые и т.д.).</p> <p>Мы - крупнейший эквайер Европы и топ 3 в мире, именно мы сделали оплаты по безналу по всей стране стандартом и продолжаем менять платежный опыт.</p> <p><strong>Требования:</strong></p> <ul> <li> <p>Обязательно</p> </li> <li>Java 11+</li> <li>Spring: Spring Framework, Spring Boot 2, Spring Kafka, Spring MVC, Spring Data</li> <li>Git, Gradle, Docker</li> <li>Опыт работы с Postgres и Kafka</li> <li>Архитектура: принципы ООП/ФП, RESTfull API, Onion/Clean Architecture, SOLID</li> <li>Тестирование: практика TDD, JUnit 5</li> <li>Технический английский желательно</li> </ul> <p><strong>Будет плюсом :</strong></p> <ul> <li>Опыт разработки на Kotlin</li> <li>Reactive Spring: Spring WebFlux, R2DBC, Reactive Spring Data</li> <li>Знание плюсов/минусов монолитных и микросервисных архитектур</li> <li>Опыт разработки под Kubernetes</li> <li>Умение писать Jenkins скрипты</li> <li>Опыт работы по Scrum в продуктовой команде</li> </ul> <p><strong>Условия:</strong></p> <ul> <li>Возможность самореализации, видеть результаты своих трудов</li> <li>Стабильная заработная плата</li> <li>Гибридный или удаленный формат работы , гибкое начало дня</li> <li>Профессиональное обучение, семинары, тренинги, конференции;</li> <li>ДМС с первого дня ! страхование от несчастных случаев, социальные гарантии, корпоративные мероприятия;</li> <li>Высокий уровень корпоративной культуры;</li> <li>Комфортный офис Sbergile Home с оупенспейсами, лаунж зонами, кафе, рестораном, оборудованными кухнями, массажными креслами</li> <li>Многофункциональный спортивный зал</li> <li>Бесплатный подземный паркинг</li> </ul>",Сбербанк
0,55492828,Старший менеджер по обслуживанию (с. Старобелокуриха),"<p>Сбер — лучший работодатель России. У нас более 60 компаний экосистемы и 14 тысяч подразделений по всей стране.</p> <p>Мы ищем старших менеджеров по обслуживанию клиентов Сбера. Это специалисты, которые проводят операции клиентов отделения банка.</p> <p><strong>Эта работа подойдет тебе если ты:</strong></p> <ul> <li>хочешь стать экспертом в банковской сфере</li> <li>доброжелателен и готов помогать клиентам</li> <li>специалист со средним профессиональным, неполным высшим или высшим образованием</li> <li>владеешь программами Microsoft Office, Outlook</li> <li>готов к работе, предполагающей ежедневное проведение однотипных операций.</li> </ul> <p> </p> <p><strong>Тебе предстоит:</strong></p> <ul> <li>осуществлять операции по обслуживанию клиентов</li> <li>проводить кассовые операции: прием, выдача, обмен денег</li> <li>предлагать продукты и сервисы Сбера</li> <li>консультировать клиентов по возникающим вопросам.</li> </ul> <p> </p> <p> </p> <p><strong>Работа в Сбере – это: </strong></p> <ul> <li>стабильный оклад и социальная поддержка сотрудников</li> <li>официальное оформление с первого дня</li> <li>ДМС с первого дня и льготное страхование для близких</li> <li>корпоративное обучение за счет компании</li> <li>бесплатная подписка СберПрайм+, скидки на продукты компаний-партнеров: Okko, Сбер Маркет, Delivery Club, Самокат, Сбер Еаптека и других</li> <li>корпоративная пенсионная программа</li> <li>ипотека выгоднее на 4% для каждого сотрудника.</li> </ul> <p> </p> <p> </p> <p>Присоединяйся к команде старших менеджеров по обслуживанию Сбера!</p>",Сбербанк
